Area,AspectRation,Extent,Solidity,roundness,ShapeFactor2,ShapeFactor4,Class
31202.0,1.1689636573787348,0.7791928878233942,0.9882494536471036,0.9440792434070276,0.0031116465919126517,0.998693253193524,SEKER
31203.0,1.1633151116605476,0.7629841549295775,0.9887508714113695,0.9579485417856513,0.0031366824591191967,0.9992020327325237,SEKER
31272.0,1.1328512288828736,0.7703221992314514,0.9898395214129713,0.9634250363807546,0.0032612455172040633,0.9993644152841227,SEKER
31335.0,1.1771613949747357,0.7742772424017791,0.9916453052311782,0.976510834463214,0.0030754693858982846,0.9993024867310143,SEKER
31374.0,1.2079927842030036,0.7691968225948809,0.9927224401974434,0.973459862403212,0.0029518837956689047,0.9982299458726142,SEKER
31530.0,1.1367557455352166,0.7689493707930933,0.9917901292818723,0.9707927387403043,0.0032269206969260905,0.9984909399079052,SEKER
31573.0,1.1717933454343865,0.7569647566530808,0.9909358157765801,0.8731185069831213,0.003076766544671651,0.9975380236874781,SEKER
31637.0,1.3088637166853716,0.7618233481024851,0.9872679045092838,0.9218421819917176,0.002609775195654626,0.9990909956726727,SEKER
31675.0,1.382815599907615,0.7409356725146199,0.9895654347214846,0.9209289602324524,0.0023868887392210934,0.9949502843943356,SEKER
31682.0,1.092574316367384,0.773184303006638,0.9892587272840817,0.9518938631075287,0.003418781285782501,0.9989555888720881,SEKER
31703.0,1.1518453840735599,0.7771105010295127,0.987847817281027,0.9249085601436619,0.0031586108837336974,0.9992370075612267,SEKER
31748.0,1.1936908594624824,0.7755899741046562,0.9915053091817614,0.9684821560162405,0.0029906976165729755,0.9989776699079396,SEKER
31768.0,1.2055049472607324,0.7776744186046511,0.9874118049295993,0.942104629800205,0.002944773314582015,0.99871978371057,SEKER
31811.0,1.2380513205855064,0.773877292852625,0.9924809684263073,0.9696001360667376,0.002830885872170683,0.9995153027265359,SEKER
31821.0,1.1251068228166101,0.7723543689320388,0.9892128823675702,0.9473781316557983,0.003258989445688676,0.9978466128675012,SEKER
31823.0,1.2252841535892196,0.7748478207937668,0.9860259032038173,0.9110396196180289,0.002874554587641028,0.9994805535170057,SEKER
31837.0,1.2464712636541275,0.7852456590370955,0.9875612631056517,0.9285377475301468,0.0027982792022322846,0.9988427726963198,SEKER
31915.0,1.1502406533955827,0.7776559454191033,0.9916418095948297,0.9769466831984482,0.0031528452028966687,0.9988467943887895,SEKER
31972.0,1.1208662152692614,0.7722705314009661,0.9915028220554487,0.9809683770672503,0.0032766689712814046,0.999253193290773,SEKER
31992.0,1.1117573605490247,0.7742122840133585,0.9917539835079671,0.980466376243067,0.003315826051746886,0.9992214661757503,SEKER
31994.0,1.1026328055897567,0.7897413112164297,0.9877435089994134,0.9384532773909917,0.003349716390830268,0.9977825410876202,SEKER
32015.0,1.1101081271877897,0.7618809642797649,0.9888803088803089,0.9415389488677878,0.0033162175205669305,0.9980567645242616,SEKER
32026.0,1.3054694327324268,0.7794489875389408,0.9900151472997619,0.9402478733620752,0.0025988716324710694,0.9977788139405914,SEKER
32038.0,1.2338202243823224,0.7705146705146705,0.9916429367339359,0.9674786148012576,0.0028321676925391263,0.9987645334890841,SEKER
32044.0,1.1438139853578335,0.778069153069153,0.9891649945979318,0.9453542294066802,0.0031732055227639408,0.9988797977373959,SEKER
32057.0,1.1405938836956608,0.7798049089007273,0.9924460543017244,0.9771286582334483,0.003184597937041567,0.9985853470619923,SEKER
32066.0,1.36486421292766,0.780878628482369,0.9872232997752532,0.8994895693843451,0.0024260534698442946,0.9968154032055235,SEKER
32109.0,1.2308994182891186,0.7676253317076669,0.9859366843737526,0.9163205998319498,0.0028388222941241104,0.9986970106726465,SEKER
32114.0,1.2112205563220229,0.7606708039224975,0.9913870280616183,0.9593915997137143,0.002909258918790806,0.9989714321911527,SEKER
32167.0,1.158103376544579,0.760593019956493,0.9891147258694382,0.9424964570592285,0.003106540864422383,0.9984178726776743,SEKER
32213.0,1.195286421826101,0.7629073512694202,0.9885837041583551,0.9343383323575635,0.002964975252706566,0.999401225036144,SEKER
32218.0,1.207974041715168,0.7544315653904695,0.9893140084750968,0.9477439021557724,0.002914807830169736,0.9986359537012478,SEKER
32233.0,1.1920408165323013,0.7752044252044252,0.9854173035768878,0.9145840197365749,0.002976781623782729,0.9995383730561735,SEKER
32251.0,1.1878922525317046,0.764060649135276,0.9919111767238727,0.9770404216446091,0.002988674382918363,0.9988968209686725,SEKER
32258.0,1.1853483477901257,0.7758056758056758,0.9891450999632038,0.9454081638315681,0.0029965149595458053,0.9985724116799217,SEKER
32262.0,1.2069537910592256,0.7813135716361522,0.9907563799404232,0.9524626416520814,0.002921046678822555,0.9996704519993536,SEKER
32279.0,1.157135870268087,0.7901835985312118,0.9894552922784539,0.9703259436875631,0.0031078903101509118,0.9990294422256346,SEKER
32323.0,1.1465264257399899,0.7848436285936286,0.991047064234248,0.9625933676235022,0.0031470533899704547,0.9986212782625908,SEKER
32338.0,1.1895120590960326,0.7824908655358482,0.9897771792360431,0.9512535177689841,0.0029792954120347456,0.9990619034313655,SEKER
32355.0,1.1873746203535107,0.7837936046511628,0.9888447432762836,0.9414583159721267,0.002986188010143479,0.9989792023165898,SEKER
32368.0,1.1905819866935239,0.7590994371482176,0.9866487837590685,0.8917085023385342,0.0029721125583393915,0.9986612906857952,SEKER
32376.0,1.163725525029192,0.7843023255813953,0.9928851815505397,0.9840087314607846,0.00307692983967631,0.9990336999301419,SEKER
32433.0,1.1692866841307579,0.7693201764789601,0.9895652173913043,0.9535869437249885,0.003052717038448007,0.9991204856980419,SEKER
32465.0,1.2259779058881903,0.7650344047506834,0.9907834101382489,0.9542650434534424,0.0028424712305333013,0.9992219134542498,SEKER
32514.0,1.1833498409176797,0.7849830999517141,0.9899826447035898,0.9700068736506543,0.002994124690715943,0.9989873700603598,SEKER
32518.0,1.1816051538183343,0.7589152352501867,0.9910700679650117,0.9622846511114481,0.0030019171437902117,0.999285467350991,SEKER
32518.0,1.1766739086525573,0.7940321832344395,0.9901345837646915,0.9520886553575951,0.0030199623917194977,0.999099038188805,SEKER
32525.0,1.221823306206843,0.7690579778681548,0.9856060606060606,0.9272642490958107,0.0028524562955168967,0.9987810444093874,SEKER
32578.0,1.2417124860641866,0.7819220430107527,0.9901826692197806,0.9467797909622935,0.0027837562587593257,0.9992176823734034,SEKER
32581.0,1.213605694808947,0.7720616113744075,0.9917810721134821,0.9702976345800158,0.002882408175749079,0.9995691600322125,SEKER
32615.0,1.1421159461243053,0.8085628579220071,0.9878543736370244,0.9273839969932451,0.0031417466709294196,0.9966443684628379,SEKER
32622.0,1.3280270609236142,0.7793119923554707,0.9914898790347091,0.9496811325304296,0.002504990650959533,0.9965321413335201,SEKER
32698.0,1.215348732634906,0.7676848308407485,0.9910286718797358,0.9634729275144157,0.002870063235327997,0.9993380063256457,SEKER
32705.0,1.20266425964239,0.7794699461366128,0.9904303322128343,0.9595459232064728,0.002914689579648394,0.9992038842370623,SEKER
32713.0,1.113340532723757,0.7995160817284191,0.990702604482132,0.9435953206896729,0.0032725369697307635,0.9993124649133724,SEKER
32729.0,1.0999615652239454,0.769153036285016,0.9898082622633521,0.9537539372263117,0.003327167369712744,0.9984239106240014,SEKER
32774.0,1.1887718459030934,0.7901538164810261,0.9895531400966183,0.9437213211191547,0.0029605630209838547,0.9986990871804309,SEKER
32775.0,1.1591896664762624,0.7726308345120226,0.9913193394229024,0.9754023408288142,0.003076989557712224,0.9992240261268875,SEKER
32795.0,1.2134157949387991,0.7759926174814253,0.9910549696292044,0.9723340531397822,0.0028710659269699647,0.998966867403093,SEKER
32796.0,1.1906213169943198,0.8008204527140869,0.9904865452568633,0.9611287424729658,0.0029515982546434874,0.9984559170865988,SEKER
32799.0,1.1567137087164945,0.7461779961779962,0.9912956750385348,0.9644394455020094,0.0030842674851224504,0.9989050894051319,SEKER
32829.0,1.1724678269081679,0.7897851661173527,0.990197261265609,0.9525382332252736,0.0030168333857138923,0.9980014093825723,SEKER
32836.0,1.1389622524216694,0.802914710485133,0.9882919488337095,0.921427619698948,0.0031517846019845875,0.998252833266218,SEKER
32849.0,1.2694928406489607,0.7465681818181819,0.9880884343510302,0.9359626473375842,0.002674566454109165,0.9974321312259234,SEKER
32870.0,1.159653709181335,0.781242572610163,0.990119886740165,0.9612763890251181,0.0030719367875349387,0.9994932326672583,SEKER
32885.0,1.2303195766615633,0.7856699159021406,0.9897667419112114,0.9494626319364751,0.0028088817971270896,0.9991169135277033,SEKER
32920.0,1.1443152724216372,0.7779747134585844,0.9863374880153404,0.9171340044360379,0.00313021035884333,0.999213066506813,SEKER
32925.0,1.2073706157833062,0.7686830247706208,0.9901660050523277,0.9595620011896921,0.00288560086194828,0.9986580825199508,SEKER
32934.0,1.1677564133089007,0.7767086458185934,0.9860183826831532,0.9269265082081329,0.0030343121339751196,0.9988893344179661,SEKER
32947.0,1.0471596120156725,0.7653193960511033,0.988330933525318,0.9271980328421906,0.0025406487048881547,0.9990099171732069,SEKER
32951.0,1.2216856485067418,0.7708016561790919,0.9829077675695025,0.8741247214764792,0.0028301334321693835,0.9977698998424405,SEKER
32988.0,1.2007423795025423,0.7666992051317808,0.9858641403424883,0.9050008768446041,0.002905674567503444,0.9984123270303908,SEKER
33006.0,1.187442927237023,0.7570183486238532,0.9864905254348736,0.9245974137749079,0.0029552794956776616,0.9987409779625789,SEKER
33010.0,1.2037623686072794,0.7915877317090717,0.989093306166477,0.9356266427048878,0.00289910808350292,0.999637010784689,SEKER
33013.0,1.1901445228527445,0.7897846889952153,0.9917089729340022,0.9738429464115214,0.0029458483762575725,0.9989530520298365,SEKER
33019.0,1.1970510216880412,0.7643287037037036,0.9903719256148771,0.9650713855311085,0.002920141254304041,0.9989566882410872,SEKER
33051.0,1.137563710671366,0.7779268464906087,0.9888699398617719,0.9446575501990478,0.003148774756485534,0.9985621782489619,SEKER
33058.0,1.1946352752707026,0.7992746615087041,0.9921368547418967,0.9667773600396955,0.002923759654856159,0.9981567718477768,SEKER
33062.0,1.1699735189844438,0.7786622703721149,0.9887257394060828,0.9311727781737043,0.003020233295625227,0.9989786007507375,SEKER
33078.0,1.3164838462132755,0.7877214707563346,0.992349923499235,0.9558229606771169,0.0025306621944067853,0.9992209220955074,SEKER
33078.0,1.1630223583360766,0.7724173360732299,0.9925285804302818,0.9771671827742581,0.0030484808478703335,0.9993867273235536,SEKER
33089.0,1.1190933769523368,0.7744102228047182,0.988734835355286,0.9433406398205416,0.0032232181461730154,0.9981537847155841,SEKER
33090.0,1.2367126663488737,0.7693559637293652,0.9921443991364836,0.9727580692442673,0.00277696490977925,0.9987530329507811,SEKER
33143.0,1.1728121807235805,0.769979555803364,0.9929891841687389,0.9906853996160323,0.0030077914493752437,0.9994651888997669,SEKER
33159.0,1.1708787077389582,0.788111422731378,0.992338770013467,0.9748103412811874,0.003012584024718656,0.9990378625753795,SEKER
33168.0,1.2975521909518433,0.7612402744945033,0.9888498002504323,0.8997429641899918,0.0025781961958459988,0.9980493689672646,SEKER
33171.0,1.1675349459594828,0.7902372784448256,0.9922821502288433,0.9735631873621047,0.0030214253189055082,0.9982533385906349,SEKER
33194.0,1.2758205049262075,0.7736988089410997,0.9902744630071599,0.944219534016819,0.0026476711280204015,0.9991459203467769,SEKER
33236.0,1.0494240048541692,0.7682847896440129,0.988842938323763,0.9565205816000192,0.0025406487048881547,0.9988256511234821,SEKER
33248.0,1.2591766927631498,0.7876619838430741,0.9921518307421444,0.9589545683883137,0.0026983590374317526,0.9991985470895517,SEKER
33251.0,1.1152337630629474,0.7579439252336448,0.99064501713094,0.9622631012955074,0.0032338026694238697,0.9985119682164072,SEKER
33276.0,1.2992860955667314,0.759656652360515,0.9828395900404643,0.9516968335176573,0.0025710034444863653,0.9986049634412182,SEKER
33316.0,1.2371484932756096,0.7826168663377966,0.9886346775868721,0.931005952172734,0.002766344260699407,0.9988195875216519,SEKER
33319.0,1.1915981580157562,0.7960387996941896,0.9877564330605952,0.9366293850989834,0.0029244526283231254,0.9983902287170083,SEKER
33325.0,1.179669807290308,0.7989690721649485,0.9888430610367644,0.9206666205850317,0.002971950421599066,0.9991292551961196,SEKER
33330.0,1.1843874958630265,0.7901849217638691,0.9925550923168552,0.9799123481169953,0.002951195986782923,0.99849923844335,SEKER
33333.0,1.144328877763155,0.7722407561857103,0.9851924100017734,0.9078406547292549,0.003107876410897049,0.9986077615567908,SEKER
33338.0,1.2697664965446323,0.7767474370922647,0.9910520526769524,0.9643680853766637,0.002660694375687741,0.9991035242485098,SEKER
33344.0,1.1942535456041397,0.7633524873514801,0.9896711385492105,0.9575409585064406,0.0029149406055748927,0.9986938230582463,SEKER
33382.0,1.1673466046363825,0.7816883268938063,0.9896827749777646,0.9646717179616354,0.0030154831303148477,0.9988922941709963,SEKER
33399.0,1.1534180423320366,0.7614911080711354,0.9895413605119696,0.9499279440782307,0.0030708579855499274,0.9991894400251398,SEKER
33421.0,1.1315224360217018,0.7633851073549566,0.9919859903238254,0.9795049994230773,0.003158306208261635,0.998962666014093,SEKER
33423.0,1.1799493564915475,0.7729827239297856,0.9915744504108939,0.9670234720394467,0.002967045940751621,0.9992438329562086,SEKER
33427.0,1.222891485646699,0.7544916937522571,0.9892864541714759,0.9481293467990191,0.002812018234436997,0.9992540765504931,SEKER
33429.0,1.2355866792877146,0.791743640756004,0.991575949930294,0.9684633771260541,0.002767460293008123,0.9989537853549694,SEKER
33431.0,1.1354134436813481,0.7887088022270979,0.9894341186219959,0.9447450897337177,0.0031436181723978373,0.9993872405026373,SEKER
33433.0,1.1869348629089929,0.77680708194893,0.9918416992998694,0.9722841346383821,0.0029350347330017196,0.9980162614625573,SEKER
33446.0,1.1785868951498089,0.7678145087235997,0.992080206448551,0.9764374399599959,0.002966471482303701,0.9981900581649139,SEKER
33447.0,1.1980388243999553,0.7702245250431778,0.9898197744961676,0.9521209008483963,0.0028929985628353768,0.9978506539151116,SEKER
33459.0,1.1263825201708466,0.7863085166384659,0.9909373611728121,0.9787942133227138,0.0031798581955208485,0.9993221384718138,SEKER
33468.0,1.181652029360161,0.7923295454545455,0.9917032120421951,0.9655368690791334,0.002959465211410821,0.9994286693918597,SEKER
33498.0,1.2168635396145477,0.781494960806271,0.9926803970958661,0.9736589142786523,0.0028285785175230145,0.9989347376994564,SEKER
33534.0,1.121171947743705,0.7835046728971963,0.9923356908235433,0.9760586438275264,0.003199461964284439,0.9995290695213709,SEKER
33538.0,1.2105660122275508,0.7605161114764507,0.9922485207100592,0.9725690066380462,0.0028476458304244508,0.9986231537245602,SEKER
33539.0,1.1698892878353602,0.7642648801385471,0.9889134601208904,0.9604963599997237,0.0029967329954702034,0.9984744417874645,SEKER
33547.0,1.069167543053552,0.7835704108565156,0.991576022700402,0.9870892436642872,0.0034348715811599235,0.999495364777669,SEKER
33560.0,1.2133520268811648,0.7398589065255732,0.9900581172375137,0.9415499742975526,0.0028338846825981846,0.9979122912468921,SEKER
33576.0,1.1791723553993472,0.7617923993193421,0.9896542576708816,0.9502729231562727,0.0029639106381944952,0.9994025734218959,SEKER
33583.0,1.149057171158073,0.7753024286637732,0.9915849769694106,0.9754440361381915,0.0030814666088826033,0.99953167934757,SEKER
33584.0,1.1692184043166935,0.7480565764561755,0.9911462637232912,0.9722362759979826,0.002998676203058867,0.9987794942287663,SEKER
33607.0,1.0763875176652682,0.770802752293578,0.9837538785785376,0.8865968749868307,0.0033926372323237527,0.998574111847539,SEKER
33620.0,1.1589277537936948,0.7832448047712236,0.9884746560037634,0.9405191059221097,0.003040829126914978,0.999601876573026,SEKER
33623.0,1.1029413937093289,0.7932384929341544,0.9913025532165811,0.9717127498335429,0.003273606572240893,0.9992918935735638,SEKER
33631.0,1.1789537712611013,0.7628844932401778,0.9888852950689523,0.9440581402188102,0.002956874025275748,0.9981796305487345,SEKER
33639.0,1.1771509388794597,0.7862518698578908,0.9917450396532916,0.9615825694632485,0.0029665314571694404,0.9989013565361806,SEKER
33717.0,1.2476090771891986,0.7662257976547586,0.9921141680153008,0.9599484570508697,0.0027133545625054076,0.9983342831956624,SEKER
33731.0,1.2420158709008187,0.8032146684129063,0.9899627270859624,0.9394930171745406,0.0027303822656192488,0.998150371116193,SEKER
33736.0,1.1403877863200462,0.7868638335588002,0.9925856184535718,0.9859494974918117,0.003108980583349327,0.9993996931853468,SEKER
33794.0,1.1140626309858537,0.7777317499769861,0.9902423301198464,0.9579171831503972,0.0032174209554769635,0.9994740350089296,SEKER
33809.0,1.2301891837345371,0.7840677179962894,0.9902176141522421,0.9483034553798266,0.002769794646444638,0.9989057483520307,SEKER
33824.0,1.1304389481777728,0.7884382284382284,0.992517386073535,0.9866847311746488,0.003144126554291797,0.9990001769370296,SEKER
33838.0,1.152415344155542,0.7821283284023669,0.990979909799098,0.9731359672425134,0.003052423955411561,0.9986591412135324,SEKER
33845.0,1.1882212480196814,0.763926507764536,0.9908076934336485,0.9447796730477572,0.002917232987169734,0.9991246708171755,SEKER
33849.0,1.138382623912613,0.7862717770034843,0.9886094804170683,0.9487732593185922,0.003110104301307849,0.9989957186033939,SEKER
33858.0,1.2725964096674276,0.7812543264571508,0.9916817995430848,0.9636814093270455,0.002631175494360336,0.9990513007796651,SEKER
33860.0,1.17759841158802,0.7751831501831502,0.9866254844255369,0.9112864422024723,0.0029515151757535784,0.9980822408317415,SEKER
33864.0,1.1340738047417336,0.7716004374772147,0.9911317938361577,0.9683998244245622,0.0031281397131877305,0.9992058103038801,SEKER
33866.0,1.2358454303400304,0.7999338624338624,0.9910743027713558,0.9525188883534276,0.0027498962000582,0.999247591103715,SEKER
33876.0,1.2060869103128087,0.7882722513089006,0.9902078278916138,0.9569617899852102,0.0028525641924698705,0.9994085218890015,SEKER
33930.0,1.1622436763147876,0.762729009778577,0.9906280108609967,0.9606522715113435,0.003012742395804492,0.9993323114977593,SEKER
33946.0,1.238003461898407,0.7912267207421393,0.9912398528295275,0.9579421876681037,0.0027346152359717,0.9980653985245932,SEKER
33946.0,1.2738080354619625,0.7615308686288585,0.9902567094515753,0.9543605874553165,0.002623885710175942,0.999018616630421,SEKER
33961.0,1.311240650756007,0.7704051540311239,0.9878414148171849,0.8954635260436054,0.002513021636851681,0.9993481936080489,SEKER
33961.0,1.25509984868192,0.7711924063855394,0.9907231832900609,0.9578371946608222,0.0026808735399262975,0.9986947602026207,SEKER
33969.0,1.1416693114206926,0.7647058823529411,0.9915061295971979,0.9612514033166444,0.0030895983767304206,0.9986486486540366,SEKER
33972.0,1.2531935903340448,0.7856614246068455,0.9890244257474744,0.9430691144361364,0.0026860800401307433,0.9985763784467052,SEKER
33993.0,1.1149626386344709,0.778228021978022,0.9910784570978746,0.9541742314155844,0.003203313439301021,0.9993092069915118,SEKER
33996.0,1.1477279151239437,0.7646939739523585,0.9915706577220359,0.969700850948088,0.003061613600232971,0.9981410627431148,SEKER
34004.0,1.21089896378941,0.7819707945268484,0.9920354756834029,0.9810715807244832,0.002829330343920333,0.9991954940682661,SEKER
34027.0,1.2360854869809903,0.7785073670723895,0.9910584260499796,0.9520867478784445,0.0027370542821871964,0.9979040534829283,SEKER
34036.0,1.187417986593288,0.7538427464008859,0.9903110361081207,0.964078825789416,0.002912555432596112,0.9992543479369976,SEKER
34051.0,1.1938328235439581,0.7579015313390314,0.9869282940119414,0.9328536007679716,0.0028873085703971383,0.9989852076146856,SEKER
34053.0,1.2443618601061015,0.7439863669135479,0.9910075082940457,0.9487835524842172,0.0027117171723651636,0.9986305867173958,SEKER
34060.0,1.1196460322458477,0.7890834955055138,0.9910670119591468,0.9762183975020567,0.0031796771552011897,0.9992199498804522,SEKER
34082.0,1.2241911802009078,0.8017407668783816,0.991793737632406,0.9588092822219659,0.0027784009742379667,0.998767351438704,SEKER
34097.0,1.1939570125995929,0.7622507377269069,0.9882615500550693,0.9250144672419244,0.0028836698304357676,0.9986988620348083,SEKER
34104.0,1.2106882068642497,0.7984267453294002,0.9907905057958805,0.962470112304693,0.002822136219579114,0.9983040942638771,SEKER
34113.0,1.1258558664049494,0.7746616404759742,0.989011944798794,0.9438887744993865,0.003150032469535275,0.9990247295364825,SEKER
34130.0,1.274725908198932,0.7955154651189893,0.9923819492905327,0.9652394845922767,0.0026117693496699613,0.998455947004291,SEKER
34131.0,1.1575497532053123,0.7706254233461278,0.9900791924114525,0.9609208885298933,0.003023015498399568,0.9995235676746281,SEKER
34151.0,1.2312220268384877,0.7504559738062276,0.987593984962406,0.9439398619869639,0.0027521613741877267,0.9988422411312144,SEKER
34151.0,1.1783662900561829,0.7782107373985963,0.9930791822966646,0.9788768775073232,0.0029380288206677665,0.9985326533750161,SEKER
34179.0,1.162545269581385,0.7780155243449955,0.9885180472003702,0.9369356647594377,0.0029982062412914775,0.9988051629368815,SEKER
34191.0,1.1517227998199653,0.7719801309550689,0.9926259253883002,0.982176064204513,0.0030428375015920397,0.9994195886323562,SEKER
34207.0,1.191296023665075,0.7577308169413433,0.9910763436187165,0.9612008506823263,0.0028848611875222615,0.9978181987468822,SEKER
34207.0,1.1804358191793052,0.7742994250531939,0.9937828651114146,0.9834235685968524,0.00292929812233685,0.9988490845885852,SEKER
34220.0,1.2472407816759599,0.7737529959752182,0.9896752176302166,0.9367779408657143,0.0026989152118127623,0.9994166580370523,SEKER
34222.0,1.1437212160330321,0.7843325999266594,0.9897616844053679,0.9523234097450136,0.0030736141579176318,0.9994590165580951,SEKER
34239.0,1.2395104747547416,0.7695540771374629,0.9921472037090698,0.9687464586502148,0.002717744762542283,0.9980212508945868,SEKER
34246.0,1.2101011596841986,0.7795583883450945,0.9860071403892664,0.9189590803998924,0.0028180243711207996,0.9982322035630952,SEKER
34253.0,1.1914408141091155,0.7928935185185185,0.9912316240305591,0.9516418464822549,0.0028898121751009787,0.9995285595027449,SEKER
34254.0,1.1489753437651737,0.7753633030014939,0.9907158351409978,0.9626165305630868,0.0030489377528400124,0.9989803924049974,SEKER
34259.0,1.1859449139125164,0.7701247611554457,0.9894867573578258,0.9409678386370264,0.0029078582103898073,0.9991139289293088,SEKER
34276.0,1.2055940386161583,0.7631133671742809,0.986700443318556,0.9056757611201464,0.0028333960937695917,0.9984188743006812,SEKER
34291.0,1.216397453424235,0.7820425104907863,0.9905254340102256,0.9556281312607998,0.0027943075593037324,0.998225074475827,SEKER
34313.0,1.1152432082896344,0.796975890741859,0.9917052023121388,0.9552821621713989,0.0031817874803614075,0.9981903835443905,SEKER
34321.0,1.188547267937137,0.7874678781204112,0.9904478817961445,0.9621181711133079,0.002895870490258703,0.9991544908161794,SEKER
34327.0,1.2210923929572892,0.7935961160559473,0.9888517600967909,0.9403065389491094,0.0027791266694071485,0.9987945308892949,SEKER
34333.0,1.2008834207438521,0.7790560471976401,0.9925127197039778,0.9736049442008282,0.002850909431889278,0.9991648928534326,SEKER
34337.0,1.2055146681438411,0.8097967077024668,0.9928866784258161,0.9676067589889394,0.0028292670814580693,0.9979743171861867,SEKER
34349.0,1.29667342515444,0.7833652618135377,0.9914561985856545,0.947747670509757,0.002540492670727858,0.999211427950781,SEKER
34390.0,1.368991991285456,0.793932957798504,0.9893840444201502,0.9339372718587594,0.0023380613736413078,0.9985251840736935,SEKER
34394.0,1.2159806918583378,0.7816818181818181,0.9903253671177656,0.963499611561409,0.002793133195566964,0.9986012931751814,SEKER
34395.0,1.2247865126413098,0.7912353347135955,0.9929845834055084,0.976918090431799,0.002764526740190354,0.998963181520066,SEKER
34397.0,1.203439919899949,0.7722027658045977,0.9891016793190707,0.9379566908279493,0.002835397361550748,0.998276102944653,SEKER
34410.0,1.2303291640496532,0.8006980802792321,0.9887362795241653,0.9229363304514616,0.0027393753263080726,0.9975331906366333,SEKER
34412.0,1.2484584814071897,0.7874599542334096,0.9923580471205699,0.9714243934193179,0.0026871426657068117,0.999343235709135,SEKER
34419.0,1.1458377895404885,0.7752027027027028,0.9866418231331517,0.9142975540104176,0.003056478035422918,0.9994940090486132,SEKER
34421.0,1.22867684329607,0.7557082638096074,0.9901904378344168,0.9408716942086729,0.0027421623659183076,0.9969752960899798,SEKER
34425.0,1.2338384055307643,0.7589285714285714,0.9894800379408468,0.934165286025574,0.0027339404232622606,0.9991999804926183,SEKER
34428.0,1.200405539793781,0.7777702473737717,0.9862495702990719,0.9135242675416911,0.002839517112108869,0.9970226729698298,SEKER
34441.0,1.1916608241804358,0.7908744374024066,0.988945041061276,0.9479809980295272,0.002879317962064595,0.9991126308654437,SEKER
34443.0,1.2507546422434035,0.7846500820120285,0.9876412226873889,0.9237512694303088,0.0026673268749801585,0.9965522174405769,SEKER
34447.0,1.152349161288425,0.7457836281365693,0.9883510745129545,0.9281790908620908,0.003020631768703217,0.9975695882102937,SEKER
34461.0,1.3848703893702412,0.7701814768460575,0.9933700383384739,0.9482732451075333,0.0022944895440966894,0.9982038993214637,SEKER
34469.0,1.2050554825854614,0.789667812142039,0.9919993092928886,0.9740989555443877,0.002827161551181672,0.9983752515120378,SEKER
34474.0,1.159255102456879,0.7933081737849779,0.9913728647840341,0.9584629261575431,0.0030004685198585204,0.999338019362053,SEKER
34475.0,1.3217324874863443,0.776463963963964,0.9884454383852285,0.9433436453566266,0.002461612672565486,0.9985464096213936,SEKER
34483.0,1.2394261024261533,0.7406778932898015,0.9837950415109412,0.9166105621839155,0.0027002370110032633,0.9960176351958894,SEKER
34491.0,1.2365432756829042,0.785850991114149,0.9902954434522955,0.9522469460133066,0.0027202952338630623,0.9986931272094092,SEKER
34503.0,1.272478977601411,0.7477245145631068,0.9890497348430558,0.9425402900795121,0.0026068588509529766,0.9990595265879174,SEKER
